Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145533,-,-,-,39.77,-121.86,-8,65,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,Cloud Type,Temperature
2006,4,5,5,30,0,0,7,7.1000000000000005
2006,4,5,6,30,18,0,4,7.6000000000000005
2006,4,5,7,30,77,0,4,8.5
2006,4,5,8,30,101,0,4,9.700000000000001
2006,4,5,9,30,107,0,4,10.9
2006,4,5,10,30,542,146,4,12
2006,4,5,11,30,427,28,3,12.8
2006,4,5,12,30,660,232,2,13.3
2006,4,5,13,30,550,143,2,13.600000000000001
2006,4,5,14,30,491,140,2,13.5
2006,4,5,15,30,229,4,2,13.100000000000001
2006,4,5,16,30,368,752,0,12.4
2006,4,5,17,30,162,546,1,11.100000000000001
2006,4,5,18,30,0,0,1,10.100000000000001
2006,4,5,19,30,0,0,4,9.600000000000001
2006,4,5,20,30,0,0,4,9.200000000000001
2006,4,5,21,30,0,0,4,8.8
2006,4,5,22,30,0,0,4,8.4
2006,4,5,23,30,0,0,4,8
2006,4,6,0,30,0,0,4,7.6000000000000005
2006,4,6,1,30,0,0,4,7.300000000000001
2006,4,6,2,30,0,0,4,7.2
2006,4,6,3,30,0,0,7,7.1000000000000005
2006,4,6,4,30,0,0,7,7.1000000000000005
2006,4,6,5,30,0,0,0,7.2
2006,4,6,6,30,59,1,2,7.7
2006,4,6,7,30,213,62,4,8.5
2006,4,6,8,30,457,496,7,9.600000000000001
2006,4,6,9,30,659,791,0,10.8
2006,4,6,10,30,708,570,7,12
2006,4,6,11,30,860,864,0,13.200000000000001
2006,4,6,12,30,739,518,8,14.100000000000001
2006,4,6,13,30,816,851,0,14.5
2006,4,6,14,30,703,807,0,14.200000000000001
2006,4,6,15,30,543,734,0,13.600000000000001
2006,4,6,16,30,352,620,1,12.8
2006,4,6,17,30,154,409,0,11.8
2006,4,6,18,30,0,0,1,10.8
2006,4,6,19,30,0,0,6,10.200000000000001
2006,4,6,20,30,0,0,7,10
2006,4,6,21,30,0,0,7,10.100000000000001
2006,4,6,22,30,0,0,7,10.3
2006,4,6,23,30,0,0,7,10.100000000000001
2006,4,7,0,30,0,0,7,9.8
2006,4,7,1,30,0,0,7,9.600000000000001
2006,4,7,2,30,0,0,7,9.5
2006,4,7,3,30,0,0,7,9.200000000000001
2006,4,7,4,30,0,0,7,8.8
2006,4,7,5,30,0,0,7,9
2006,4,7,6,30,44,2,7,10.9
2006,4,7,7,30,144,19,7,13.3
2006,4,7,8,30,447,540,7,14.700000000000001
2006,4,7,9,30,502,183,2,15.600000000000001
2006,4,7,10,30,799,878,0,16.3
2006,4,7,11,30,672,420,7,16.6
2006,4,7,12,30,581,215,7,16.400000000000002
2006,4,7,13,30,589,277,7,15.600000000000001
2006,4,7,14,30,331,33,6,14.700000000000001
2006,4,7,15,30,376,160,7,13.9
2006,4,7,16,30,25,0,6,13.200000000000001
2006,4,7,17,30,42,1,6,12.3
2006,4,7,18,30,2,0,6,11.4
2006,4,7,19,30,0,0,8,10.3
2006,4,7,20,30,0,0,7,9.5
2006,4,7,21,30,0,0,7,9.200000000000001
2006,4,7,22,30,0,0,4,9.200000000000001
2006,4,7,23,30,0,0,4,9
2006,4,8,0,30,0,0,4,8.6
2006,4,8,1,30,0,0,3,8.3
2006,4,8,2,30,0,0,1,8
2006,4,8,3,30,0,0,7,7.9
2006,4,8,4,30,0,0,7,7.800000000000001
2006,4,8,5,30,0,0,7,8.1
2006,4,8,6,30,68,10,8,8.8
2006,4,8,7,30,108,6,7,9.700000000000001
2006,4,8,8,30,358,160,7,10.700000000000001
2006,4,8,9,30,367,45,7,11.8
2006,4,8,10,30,400,50,7,12.600000000000001
2006,4,8,11,30,566,181,7,12.8
2006,4,8,12,30,642,278,7,12.8
2006,4,8,13,30,662,366,8,13.200000000000001
2006,4,8,14,30,543,321,7,13.4
2006,4,8,15,30,419,279,8,13.200000000000001
2006,4,8,16,30,293,270,8,12.5
2006,4,8,17,30,115,34,7,11.5
2006,4,8,18,30,6,0,7,10.600000000000001
2006,4,8,19,30,0,0,7,10.200000000000001
2006,4,8,20,30,0,0,7,10.100000000000001
2006,4,8,21,30,0,0,7,9.9
2006,4,8,22,30,0,0,7,9.700000000000001
2006,4,8,23,30,0,0,7,9.5
2006,4,9,0,30,0,0,7,9.200000000000001
2006,4,9,1,30,0,0,8,8.9
2006,4,9,2,30,0,0,7,8.700000000000001
2006,4,9,3,30,0,0,7,8.6
2006,4,9,4,30,0,0,8,8.5
2006,4,9,5,30,0,0,8,8.700000000000001
2006,4,9,6,30,29,0,8,9.5
2006,4,9,7,30,128,7,7,10.4
2006,4,9,8,30,205,15,8,11.200000000000001
2006,4,9,9,30,335,43,8,11.9
2006,4,9,10,30,630,383,7,12.5
2006,4,9,11,30,616,159,4,13.100000000000001
2006,4,9,12,30,496,73,4,13.5
2006,4,9,13,30,434,44,4,13.600000000000001
2006,4,9,14,30,110,0,4,13.5
2006,4,9,15,30,190,11,8,13.200000000000001
2006,4,9,16,30,50,0,8,12.700000000000001
2006,4,9,17,30,29,0,8,11.9
2006,4,9,18,30,5,0,4,11.3
2006,4,9,19,30,0,0,4,11
2006,4,9,20,30,0,0,4,10.600000000000001
2006,4,9,21,30,0,0,7,10.200000000000001
2006,4,9,22,30,0,0,4,9.600000000000001
2006,4,9,23,30,0,0,7,9
2006,4,10,0,30,0,0,8,8.6
2006,4,10,1,30,0,0,7,8.200000000000001
2006,4,10,2,30,0,0,7,8
2006,4,10,3,30,0,0,7,7.7
2006,4,10,4,30,0,0,7,7.4
2006,4,10,5,30,0,0,1,7.7
2006,4,10,6,30,28,0,4,8.8
2006,4,10,7,30,128,2,4,10
2006,4,10,8,30,279,35,4,11.100000000000001
2006,4,10,9,30,400,72,4,12
2006,4,10,10,30,531,114,4,12.8
2006,4,10,11,30,340,2,3,13.3
2006,4,10,12,30,114,0,4,13.4
2006,4,10,13,30,324,2,4,13.3
2006,4,10,14,30,582,240,3,13.100000000000001
2006,4,10,15,30,546,684,0,12.700000000000001
2006,4,10,16,30,357,566,0,12.200000000000001
2006,4,10,17,30,48,0,4,11.4
2006,4,10,18,30,9,0,7,10.600000000000001
2006,4,10,19,30,0,0,7,10.3
2006,4,10,20,30,0,0,7,10.100000000000001
2006,4,10,21,30,0,0,7,9.9
2006,4,10,22,30,0,0,7,9.5
2006,4,10,23,30,0,0,8,9.3
2006,4,11,0,30,0,0,4,9.3
2006,4,11,1,30,0,0,7,9.4
2006,4,11,2,30,0,0,7,9.5
2006,4,11,3,30,0,0,6,9.5
2006,4,11,4,30,0,0,6,9.5
2006,4,11,5,30,0,0,7,9.600000000000001
2006,4,11,6,30,83,87,7,9.8
2006,4,11,7,30,32,0,4,10.3
2006,4,11,8,30,116,2,7,10.8
2006,4,11,9,30,38,0,6,11.100000000000001
2006,4,11,10,30,148,1,6,11.100000000000001
2006,4,11,11,30,112,0,6,11.4
2006,4,11,12,30,178,1,6,11.9
2006,4,11,13,30,114,0,7,12.5
2006,4,11,14,30,174,2,7,12.700000000000001
2006,4,11,15,30,90,1,7,12.700000000000001
2006,4,11,16,30,66,0,6,12.5
2006,4,11,17,30,73,5,7,12.200000000000001
2006,4,11,18,30,7,0,7,12
2006,4,11,19,30,0,0,8,11.600000000000001
2006,4,11,20,30,0,0,6,11.3
2006,4,11,21,30,0,0,6,11
2006,4,11,22,30,0,0,6,10.8
2006,4,11,23,30,0,0,6,10.700000000000001
2006,4,12,0,30,0,0,6,10.600000000000001
2006,4,12,1,30,0,0,6,10.700000000000001
2006,4,12,2,30,0,0,7,10.700000000000001
2006,4,12,3,30,0,0,7,10.700000000000001
2006,4,12,4,30,0,0,6,10.8
2006,4,12,5,30,0,0,6,10.8
2006,4,12,6,30,21,0,7,11.100000000000001
2006,4,12,7,30,62,0,7,11.600000000000001
2006,4,12,8,30,67,0,7,12.200000000000001
2006,4,12,9,30,172,2,7,13.200000000000001
2006,4,12,10,30,170,1,7,14.600000000000001
2006,4,12,11,30,299,8,7,16.2
2006,4,12,12,30,577,182,7,17
2006,4,12,13,30,243,4,6,16.8
2006,4,12,14,30,136,1,6,16.3
2006,4,12,15,30,90,1,6,15.9
2006,4,12,16,30,55,0,6,15.100000000000001
2006,4,12,17,30,61,3,6,13.8
2006,4,12,18,30,7,0,7,12.5
2006,4,12,19,30,0,0,7,11.700000000000001
2006,4,12,20,30,0,0,7,11.5
2006,4,12,21,30,0,0,7,11.600000000000001
2006,4,12,22,30,0,0,7,11.600000000000001
2006,4,12,23,30,0,0,1,11.100000000000001
2006,4,13,0,30,0,0,0,10.600000000000001
2006,4,13,1,30,0,0,0,10.4
2006,4,13,2,30,0,0,4,10.4
2006,4,13,3,30,0,0,1,10.600000000000001
2006,4,13,4,30,0,0,1,10.600000000000001
2006,4,13,5,30,0,0,1,11.200000000000001
2006,4,13,6,30,134,531,0,13.4
2006,4,13,7,30,337,750,0,16.1
2006,4,13,8,30,537,852,0,18
2006,4,13,9,30,706,903,0,19.3
2006,4,13,10,30,822,903,0,20.200000000000003
2006,4,13,11,30,697,433,8,20.8
2006,4,13,12,30,722,332,3,21.200000000000003
2006,4,13,13,30,700,383,2,21.5
2006,4,13,14,30,729,881,0,21.5
2006,4,13,15,30,571,826,0,21.3
2006,4,13,16,30,380,735,0,20.8
2006,4,13,17,30,92,0,3,19.6
2006,4,13,18,30,8,0,4,18.2
2006,4,13,19,30,0,0,0,17.1
2006,4,13,20,30,0,0,0,15.9
2006,4,13,21,30,0,0,0,14.8
2006,4,13,22,30,0,0,0,13.9
2006,4,13,23,30,0,0,0,13.3
2006,4,14,0,30,0,0,0,13
2006,4,14,1,30,0,0,0,12.9
2006,4,14,2,30,0,0,7,13
2006,4,14,3,30,0,0,7,13
2006,4,14,4,30,0,0,7,13
2006,4,14,5,30,0,0,7,13.600000000000001
2006,4,14,6,30,42,1,8,15.700000000000001
2006,4,14,7,30,215,39,4,18.1
2006,4,14,8,30,257,19,4,19.400000000000002
2006,4,14,9,30,618,574,7,20.1
2006,4,14,10,30,515,177,8,20.6
2006,4,14,11,30,544,206,7,20.8
2006,4,14,12,30,332,18,8,20.700000000000003
2006,4,14,13,30,342,4,4,20.400000000000002
2006,4,14,14,30,215,0,4,20
2006,4,14,15,30,551,716,1,19.6
2006,4,14,16,30,363,612,0,19
2006,4,14,17,30,170,426,0,17.5
2006,4,14,18,30,17,42,0,15.600000000000001
2006,4,14,19,30,0,0,0,14.200000000000001
2006,4,14,20,30,0,0,1,13.200000000000001
2006,4,14,21,30,0,0,7,12.3
2006,4,14,22,30,0,0,7,11.8
2006,4,14,23,30,0,0,7,11.4
2006,4,15,0,30,0,0,7,10.9
2006,4,15,1,30,0,0,8,10.4
2006,4,15,2,30,0,0,7,9.9
2006,4,15,3,30,0,0,3,9.3
2006,4,15,4,30,0,0,7,8.8
2006,4,15,5,30,0,0,7,8.8
2006,4,15,6,30,36,0,6,9.3
2006,4,15,7,30,160,26,7,10.200000000000001
2006,4,15,8,30,93,1,6,11
2006,4,15,9,30,85,0,6,11.8
2006,4,15,10,30,201,2,6,12.5
2006,4,15,11,30,205,1,7,13
2006,4,15,12,30,172,1,7,13.100000000000001
2006,4,15,13,30,432,65,6,13
2006,4,15,14,30,118,0,7,12.8
2006,4,15,15,30,150,3,7,12.4
2006,4,15,16,30,20,0,7,11.8
2006,4,15,17,30,111,29,8,11.200000000000001
2006,4,15,18,30,10,0,7,10.600000000000001
2006,4,15,19,30,0,0,8,10.200000000000001
2006,4,15,20,30,0,0,7,10
2006,4,15,21,30,0,0,4,9.700000000000001
2006,4,15,22,30,0,0,8,9.4
2006,4,15,23,30,0,0,8,9.1
2006,4,16,0,30,0,0,8,8.8
2006,4,16,1,30,0,0,7,8.4
2006,4,16,2,30,0,0,7,7.800000000000001
2006,4,16,3,30,0,0,6,7.2
2006,4,16,4,30,0,0,6,6.800000000000001
2006,4,16,5,30,0,0,8,6.800000000000001
2006,4,16,6,30,38,1,7,7
2006,4,16,7,30,67,1,8,7.300000000000001
2006,4,16,8,30,101,1,7,8.1
2006,4,16,9,30,592,502,7,9.1
2006,4,16,10,30,263,1,4,9.8
2006,4,16,11,30,589,206,8,10.3
2006,4,16,12,30,375,4,4,10.700000000000001
2006,4,16,13,30,551,197,8,11
2006,4,16,14,30,348,43,7,11.100000000000001
2006,4,16,15,30,331,104,7,10.9
2006,4,16,16,30,16,0,8,10.100000000000001
2006,4,16,17,30,118,42,8,9
2006,4,16,18,30,12,0,7,8
2006,4,16,19,30,0,0,7,7.4
2006,4,16,20,30,0,0,4,6.9
2006,4,16,21,30,0,0,2,6.6000000000000005
2006,4,16,22,30,0,0,4,6.300000000000001
2006,4,16,23,30,0,0,4,6
2006,4,17,0,30,0,0,4,5.5
2006,4,17,1,30,0,0,0,4.6000000000000005
2006,4,17,2,30,0,0,0,4.1000000000000005
2006,4,17,3,30,0,0,0,4
2006,4,17,4,30,0,0,1,3.9000000000000004
2006,4,17,5,30,0,0,4,4.3
2006,4,17,6,30,150,489,1,5.800000000000001
2006,4,17,7,30,356,708,0,7.9
2006,4,17,8,30,558,815,0,9.9
2006,4,17,9,30,229,1,3,11.4
2006,4,17,10,30,607,167,2,12.4
2006,4,17,11,30,780,372,2,13.200000000000001
2006,4,17,12,30,936,933,0,13.8
2006,4,17,13,30,879,915,1,14.3
2006,4,17,14,30,767,892,0,14.3
2006,4,17,15,30,605,845,0,14.100000000000001
2006,4,17,16,30,409,756,0,13.3
2006,4,17,17,30,199,572,0,11.600000000000001
2006,4,17,18,30,26,142,0,9.600000000000001
2006,4,17,19,30,0,0,0,8.700000000000001
2006,4,17,20,30,0,0,0,8
2006,4,17,21,30,0,0,0,7
2006,4,17,22,30,0,0,0,5.9
2006,4,17,23,30,0,0,0,5.2
2006,4,18,0,30,0,0,0,4.7
2006,4,18,1,30,0,0,0,4.3
2006,4,18,2,30,0,0,0,4
2006,4,18,3,30,0,0,0,3.8000000000000003
2006,4,18,4,30,0,0,0,3.7
2006,4,18,5,30,0,0,0,4.7
2006,4,18,6,30,162,567,0,7.300000000000001
2006,4,18,7,30,372,773,0,10.600000000000001
2006,4,18,8,30,576,873,0,13.700000000000001
2006,4,18,9,30,746,923,0,16.1
2006,4,18,10,30,871,956,0,17.900000000000002
2006,4,18,11,30,937,965,0,19.3
2006,4,18,12,30,944,965,0,20.3
2006,4,18,13,30,886,952,0,20.700000000000003
2006,4,18,14,30,769,920,0,20.700000000000003
2006,4,18,15,30,607,870,0,20.200000000000003
2006,4,18,16,30,412,782,0,19.3
2006,4,18,17,30,203,609,0,17.2
2006,4,18,18,30,29,193,0,14.600000000000001
2006,4,18,19,30,0,0,0,13
2006,4,18,20,30,0,0,0,12
2006,4,18,21,30,0,0,0,11
2006,4,18,22,30,0,0,0,10
2006,4,18,23,30,0,0,0,9.1
2006,4,19,0,30,0,0,0,8.3
2006,4,19,1,30,0,0,0,7.6000000000000005
2006,4,19,2,30,0,0,0,7.2
2006,4,19,3,30,0,0,0,6.800000000000001
2006,4,19,4,30,0,0,0,6.6000000000000005
2006,4,19,5,30,0,0,0,7.6000000000000005
2006,4,19,6,30,160,529,1,10.200000000000001
2006,4,19,7,30,366,732,0,13.200000000000001
2006,4,19,8,30,567,836,0,16.400000000000002
2006,4,19,9,30,739,896,0,19.200000000000003
2006,4,19,10,30,866,940,0,21
2006,4,19,11,30,936,955,0,22.1
2006,4,19,12,30,943,958,0,22.6
2006,4,19,13,30,885,943,0,22.8
2006,4,19,14,30,771,915,0,22.6
2006,4,19,15,30,607,863,0,22
2006,4,19,16,30,412,774,0,21.200000000000003
2006,4,19,17,30,205,601,0,19.5
2006,4,19,18,30,30,192,0,17.3
2006,4,19,19,30,0,0,0,15.700000000000001
2006,4,19,20,30,0,0,0,14.200000000000001
2006,4,19,21,30,0,0,0,13.100000000000001
2006,4,19,22,30,0,0,0,12.5
2006,4,19,23,30,0,0,4,12.100000000000001
2006,4,20,0,30,0,0,0,11.700000000000001
2006,4,20,1,30,0,0,0,11.600000000000001
2006,4,20,2,30,0,0,4,11.700000000000001
2006,4,20,3,30,0,0,7,11.8
2006,4,20,4,30,0,0,0,11.8
2006,4,20,5,30,0,0,0,12.200000000000001
2006,4,20,6,30,157,456,1,13.9
2006,4,20,7,30,286,156,3,16
2006,4,20,8,30,464,456,7,18.2
2006,4,20,9,30,641,602,7,20
2006,4,20,10,30,657,381,8,21
2006,4,20,11,30,807,603,7,21.6
2006,4,20,12,30,926,915,0,21.900000000000002
2006,4,20,13,30,872,907,0,22
2006,4,20,14,30,758,873,0,21.700000000000003
2006,4,20,15,30,597,813,0,21.1
2006,4,20,16,30,403,712,0,20.200000000000003
2006,4,20,17,30,150,50,3,18.3
2006,4,20,18,30,30,142,0,16.1
2006,4,20,19,30,0,0,0,14.9
2006,4,20,20,30,0,0,0,14.3
2006,4,20,21,30,0,0,0,13.700000000000001
2006,4,20,22,30,0,0,0,13.3
2006,4,20,23,30,0,0,0,12.8
2006,4,21,0,30,0,0,0,12.600000000000001
2006,4,21,1,30,0,0,0,12.4
2006,4,21,2,30,0,0,0,12.200000000000001
2006,4,21,3,30,0,0,0,12.4
2006,4,21,4,30,0,0,4,12.700000000000001
2006,4,21,5,30,7,0,8,13.8
2006,4,21,6,30,159,448,7,16.1
2006,4,21,7,30,274,166,7,18.5
2006,4,21,8,30,508,591,7,20
2006,4,21,9,30,406,87,6,20.8
2006,4,21,10,30,460,76,6,21.200000000000003
2006,4,21,11,30,538,108,7,21.1
2006,4,21,12,30,540,99,7,21
2006,4,21,13,30,417,19,4,21
2006,4,21,14,30,661,544,7,20.900000000000002
2006,4,21,15,30,589,772,0,20.5
2006,4,21,16,30,397,668,0,19.700000000000003
2006,4,21,17,30,196,479,0,18.400000000000002
2006,4,21,18,30,25,2,7,17.2
2006,4,21,19,30,0,0,7,16.2
2006,4,21,20,30,0,0,7,14.9
2006,4,21,21,30,0,0,6,14.3
2006,4,21,22,30,0,0,7,13.9
2006,4,21,23,30,0,0,7,13.5
2006,4,22,0,30,0,0,4,13
2006,4,22,1,30,0,0,7,12.600000000000001
2006,4,22,2,30,0,0,7,12.3
2006,4,22,3,30,0,0,7,12.100000000000001
2006,4,22,4,30,0,0,6,11.8
2006,4,22,5,30,5,0,8,11.700000000000001
2006,4,22,6,30,22,0,7,12
2006,4,22,7,30,55,0,7,12.200000000000001
2006,4,22,8,30,105,1,7,12.3
2006,4,22,9,30,260,13,7,12.5
2006,4,22,10,30,231,0,4,13
2006,4,22,11,30,419,24,7,13.600000000000001
2006,4,22,12,30,303,5,8,14.200000000000001
2006,4,22,13,30,162,1,7,14.5
2006,4,22,14,30,173,1,7,14.600000000000001
2006,4,22,15,30,156,0,4,14.600000000000001
2006,4,22,16,30,340,286,8,14.3
2006,4,22,17,30,129,9,4,13.5
2006,4,22,18,30,11,0,4,12.4
2006,4,22,19,30,0,0,4,11.600000000000001
2006,4,22,20,30,0,0,4,11.100000000000001
2006,4,22,21,30,0,0,4,10.8
2006,4,22,22,30,0,0,4,10.5
2006,4,22,23,30,0,0,0,10.100000000000001
2006,4,23,0,30,0,0,0,9.700000000000001
2006,4,23,1,30,0,0,0,9.5
2006,4,23,2,30,0,0,0,9.3
2006,4,23,3,30,0,0,4,9.200000000000001
2006,4,23,4,30,0,0,0,9.200000000000001
2006,4,23,5,30,8,0,3,10.4
2006,4,23,6,30,59,0,4,12.700000000000001
2006,4,23,7,30,359,601,0,15
2006,4,23,8,30,549,698,0,16.900000000000002
2006,4,23,9,30,710,752,0,18.2
2006,4,23,10,30,619,176,2,18.8
2006,4,23,11,30,619,146,2,19.1
2006,4,23,12,30,909,845,0,19.1
2006,4,23,13,30,849,815,1,19
2006,4,23,14,30,397,69,7,18.900000000000002
2006,4,23,15,30,497,457,8,18.5
2006,4,23,16,30,237,57,7,17.7
2006,4,23,17,30,71,0,4,16.400000000000002
2006,4,23,18,30,13,0,4,15
2006,4,23,19,30,0,0,4,14.200000000000001
2006,4,23,20,30,0,0,1,13.8
2006,4,23,21,30,0,0,0,13.4
2006,4,23,22,30,0,0,4,13
2006,4,23,23,30,0,0,4,12.600000000000001
2006,4,24,0,30,0,0,1,12.200000000000001
2006,4,24,1,30,0,0,4,11.9
2006,4,24,2,30,0,0,3,11.600000000000001
2006,4,24,3,30,0,0,4,11.4
2006,4,24,4,30,0,0,3,11.200000000000001
2006,4,24,5,30,5,0,4,11.3
2006,4,24,6,30,27,0,4,11.8
2006,4,24,7,30,81,0,4,12.4
2006,4,24,8,30,260,9,3,13.100000000000001
2006,4,24,9,30,281,1,3,13.9
2006,4,24,10,30,280,1,4,14.8
2006,4,24,11,30,540,84,4,15.700000000000001
2006,4,24,12,30,541,84,3,16.5
2006,4,24,13,30,326,1,3,16.8
2006,4,24,14,30,230,0,4,16.5
2006,4,24,15,30,230,1,3,16.1
2006,4,24,16,30,134,0,3,15.5
2006,4,24,17,30,60,0,3,14.600000000000001
2006,4,24,18,30,21,0,3,13.8
2006,4,24,19,30,0,0,3,13.3
2006,4,24,20,30,0,0,4,13.100000000000001
2006,4,24,21,30,0,0,4,12.8
2006,4,24,22,30,0,0,1,12.5
2006,4,24,23,30,0,0,7,12
2006,4,25,0,30,0,0,7,11.5
2006,4,25,1,30,0,0,3,11.3
2006,4,25,2,30,0,0,7,11.3
2006,4,25,3,30,0,0,7,11.200000000000001
2006,4,25,4,30,0,0,4,11.100000000000001
2006,4,25,5,30,6,0,8,11.700000000000001
2006,4,25,6,30,33,0,4,13.3
2006,4,25,7,30,347,395,7,14.9
2006,4,25,8,30,470,355,7,16.5
2006,4,25,9,30,620,493,7,17.6
2006,4,25,10,30,759,541,7,18.3
2006,4,25,11,30,749,442,7,18.6
2006,4,25,12,30,816,519,7,18.7
2006,4,25,13,30,744,472,7,18.6
2006,4,25,14,30,730,715,0,18.5
2006,4,25,15,30,525,299,10,18.2
2006,4,25,16,30,374,315,7,17.7
2006,4,25,17,30,162,73,8,16.900000000000002
2006,4,25,18,30,26,0,7,15.8
2006,4,25,19,30,0,0,6,15
2006,4,25,20,30,0,0,7,14.5
2006,4,25,21,30,0,0,7,14.100000000000001
2006,4,25,22,30,0,0,0,13.5
2006,4,25,23,30,0,0,0,12.8
2006,4,26,0,30,0,0,0,12.200000000000001
2006,4,26,1,30,0,0,0,11.600000000000001
2006,4,26,2,30,0,0,0,11
2006,4,26,3,30,0,0,0,10.5
2006,4,26,4,30,0,0,0,10.3
2006,4,26,5,30,16,30,0,11.5
2006,4,26,6,30,170,383,0,14.100000000000001
2006,4,26,7,30,371,610,0,17
2006,4,26,8,30,569,741,0,20
2006,4,26,9,30,735,814,0,22.5
2006,4,26,10,30,868,899,0,24.3
2006,4,26,11,30,933,916,0,25.5
2006,4,26,12,30,937,919,0,26.3
2006,4,26,13,30,881,907,0,26.6
2006,4,26,14,30,767,877,0,26.3
2006,4,26,15,30,607,823,0,25.900000000000002
2006,4,26,16,30,416,729,0,24.900000000000002
2006,4,26,17,30,213,552,0,22.900000000000002
2006,4,26,18,30,41,190,0,20.900000000000002
2006,4,26,19,30,0,0,0,19.6
2006,4,26,20,30,0,0,0,18.7
2006,4,26,21,30,0,0,0,17.6
2006,4,26,22,30,0,0,0,16.3
2006,4,26,23,30,0,0,1,15.3
2006,4,27,0,30,0,0,1,14.4
2006,4,27,1,30,0,0,0,13.600000000000001
2006,4,27,2,30,0,0,0,13
2006,4,27,3,30,0,0,0,12.700000000000001
2006,4,27,4,30,0,0,0,12.600000000000001
2006,4,27,5,30,24,148,0,13.600000000000001
2006,4,27,6,30,190,567,0,15.700000000000001
2006,4,27,7,30,396,749,0,18.400000000000002
2006,4,27,8,30,591,841,0,21.6
2006,4,27,9,30,756,892,0,24.5
2006,4,27,10,30,877,927,0,26.400000000000002
2006,4,27,11,30,937,933,0,27.700000000000003
2006,4,27,12,30,940,930,0,28.6
2006,4,27,13,30,886,925,0,29.1
2006,4,27,14,30,772,893,0,29.3
2006,4,27,15,30,614,843,0,29.5
2006,4,27,16,30,423,757,0,28.6
2006,4,27,17,30,221,600,0,25.6
2006,4,27,18,30,45,253,0,22.400000000000002
2006,4,27,19,30,0,0,0,20.6
2006,4,27,20,30,0,0,0,19.6
2006,4,27,21,30,0,0,0,18.900000000000002
2006,4,27,22,30,0,0,0,18.3
2006,4,27,23,30,0,0,0,17.8
2006,4,28,0,30,0,0,0,17.400000000000002
2006,4,28,1,30,0,0,0,16.8
2006,4,28,2,30,0,0,0,16.3
2006,4,28,3,30,0,0,0,15.9
2006,4,28,4,30,0,0,0,15.600000000000001
2006,4,28,5,30,26,150,0,16.5
2006,4,28,6,30,190,553,0,18.900000000000002
2006,4,28,7,30,392,730,0,21.6
2006,4,28,8,30,586,824,0,24.200000000000003
2006,4,28,9,30,749,874,0,26.200000000000003
2006,4,28,10,30,872,919,0,27.200000000000003
2006,4,28,11,30,936,931,0,27.8
2006,4,28,12,30,939,931,0,28.1
2006,4,28,13,30,881,914,0,28.1
2006,4,28,14,30,770,886,0,27.8
2006,4,28,15,30,611,834,0,27.3
2006,4,28,16,30,422,750,0,26.6
2006,4,28,17,30,221,593,0,25.1
2006,4,28,18,30,47,257,0,22.6
2006,4,28,19,30,0,0,0,20.8
2006,4,28,20,30,0,0,0,20
2006,4,28,21,30,0,0,0,19.3
2006,4,28,22,30,0,0,0,18.8
2006,4,28,23,30,0,0,0,18.3
2006,4,29,0,30,0,0,0,17.7
2006,4,29,1,30,0,0,0,17.1
2006,4,29,2,30,0,0,0,16.400000000000002
2006,4,29,3,30,0,0,0,15.700000000000001
2006,4,29,4,30,0,0,0,15.200000000000001
2006,4,29,5,30,26,127,0,16
2006,4,29,6,30,185,501,0,17.900000000000002
2006,4,29,7,30,382,678,0,19.700000000000003
2006,4,29,8,30,574,777,0,21
2006,4,29,9,30,735,832,0,22
2006,4,29,10,30,852,857,0,22.8
2006,4,29,11,30,913,867,0,23.400000000000002
2006,4,29,12,30,918,867,0,23.900000000000002
2006,4,29,13,30,870,884,0,24.400000000000002
2006,4,29,14,30,759,853,0,24.5
2006,4,29,15,30,603,796,0,24.400000000000002
2006,4,29,16,30,413,692,0,23.8
2006,4,29,17,30,214,511,0,22.5
2006,4,29,18,30,44,168,0,20.700000000000003
2006,4,29,19,30,0,0,0,19.6
2006,4,29,20,30,0,0,0,19.1
2006,4,29,21,30,0,0,0,18.6
2006,4,29,22,30,0,0,0,18
2006,4,29,23,30,0,0,0,17.400000000000002
2006,4,30,0,30,0,0,0,16.7
2006,4,30,1,30,0,0,0,15.9
2006,4,30,2,30,0,0,0,15.200000000000001
2006,4,30,3,30,0,0,0,14.600000000000001
